Ticker,Market Cap,EY,ROC,Sector,EY_rank,ROC_rank,Score
NGVT,2399481600.0,-0.1515937166387067,0.08096,Basic Materials,3012.0,539.0,3551.0
XOMA,336077408.0,0.0279955207166853,0.01426,Healthcare,1491.0,2063.0,3554.0
PECO,4836207104.0,0.0188733199885616,0.023510002,Real Estate,1733.0,1824.0,3557.0
CPT,11497353216.0,0.023002421307506,0.01989,Real Estate,1638.0,1919.5,3557.5
AG,9733568512.0,0.0069238377843719,0.0334,Basic Materials,1987.0,1572.0,3559.0
HGV,4235742208.0,0.0115255658005029,0.030269999,Consumer Cyclical,1906.0,1658.0,3564.0
GWAV,3687710.0,2103.4474226804123,-0.25033,Industrials,5.0,3559.0,3564.0
EVI,324450016.0,0.0147783251231527,0.02785,Industrials,1839.0,1726.0,3565.0
ALNY,48876826624.0,0.000808821547006,0.036530003,Healthcare,2078.0,1488.0,3566.0
BEKE,19616790528.0,0.0243488108720271,0.01806,Real Estate,1603.0,1964.0,3567.0
PRTC,437448128.0,0.0952380952380952,-0.1295,Healthcare,354.0,3213.0,3567.0
CLMT,1725543424.0,-0.021021021021021,0.04552,Basic Materials,2331.0,1238.5,3569.5
VFC,7677741568.0,0.0121765601217656,0.0297,Consumer Cyclical,1897.0,1673.0,3570.0
OXBRW,974710.0,7.855555555555555,-0.23745,,51.0,3522.0,3573.0
PANW,133022457856.0,0.0083650995340957,0.03179,Technology,1957.0,1616.0,3573.0
DASH,93699080192.0,0.0092148741099269,0.0312,Consumer Cyclical,1940.0,1634.0,3574.0
SBLK,2271389184.0,0.0239551478083588,0.01815,Industrials,1616.0,1960.0,3576.0
GBTG,4229697024.0,0.0012239902080783,0.03524,Consumer Cyclical,2071.0,1514.0,3585.0
RAMP,1714925568.0,0.0209613299602457,0.020350002,Technology,1682.0,1904.0,3586.0
OLN,2676879872.0,0.019767941555651,0.02115,Basic Materials,1709.0,1878.0,3587.0
O,54379405312.0,0.0181694685005943,0.02268,Real Estate,1755.0,1840.0,3595.0
JAZZ,9870076928.0,-0.0376344086021505,0.048839998,Healthcare,2463.0,1134.0,3597.0
CPNG,40131444736.0,0.0094722598105548,0.03013,Consumer Cyclical,1935.0,1662.0,3597.0
CCEL,27427788.0,-0.0174672489082969,0.042919997,Healthcare,2300.0,1300.5,3600.5
BV,1222312064.0,0.0099388379204892,0.02961,Industrials,1930.0,1674.0,3604.0
BXMT,3234259968.0,0.0328810020876826,0.00522,Real Estate,1330.0,2277.0,3607.0
CIEN,34758995968.0,0.0035857594126184,0.03376,Technology,2046.0,1564.0,3610.0
JRSH,39369812.0,0.0162337662337662,0.024360001,Consumer Cyclical,1807.0,1804.0,3611.0
ELE,1280503424.0,0.010351966873706,0.02888,Basic Materials,1925.0,1692.0,3617.0
BXC,593667520.0,0.02314137518287,0.01715,Industrials,1633.0,1988.0,3621.0
BRKR,7730765824.0,-0.0029956936903201,0.036849998,Healthcare,2142.0,1481.0,3623.0
XXII,6246867.0,3663.3402394106815,-0.27169,Consumer Defensive,3.0,3624.0,3627.0
RVTY,12784233472.0,0.018673597073828,0.02093,Healthcare,1741.0,1887.5,3628.5
SWBI,473858368.0,0.0199430199430199,0.01957,Industrials,1706.0,1927.0,3633.0
RITR,64941500.0,0.018018018018018,0.02118,Industrials,1760.5,1877.0,3637.5
MEC,391535008.0,0.0299432111512648,0.0082,Industrials,1424.0,2213.5,3637.5
CURV,123996176.0,-0.0178571428571428,0.04164,Consumer Cyclical,2304.5,1336.0,3640.5
FVRR,641155264.0,0.0328947368421052,0.00374,Communication Services,1328.5,2316.0,3644.5
DAR,6333770752.0,0.0170050761421319,0.02181,Consumer Defensive,1786.0,1861.0,3647.0
HLLY,503688576.0,-0.0498812351543943,0.05025,Consumer Cyclical,2561.0,1088.5,3649.5
VSEE,17435874.0,1.1551983927674536,-0.25975,Healthcare,68.0,3587.0,3655.0
CRON,1033859328.0,0.0410447761194029,-0.01388,Healthcare,1095.0,2563.0,3658.0
LOMA,1628817536.0,0.0048192771084337,0.03111,Basic Materials,2024.0,1636.0,3660.0
HRI,5459892736.0,-0.0143482490272373,0.03982,Industrials,2279.0,1382.0,3661.0
ULBI,104888368.0,0.0159744408945686,0.0223,Industrials,1815.0,1847.0,3662.0
SNCR,99763384.0,-0.1084198385236447,0.06364,Technology,2866.0,800.0,3666.0
DTST,37941696.0,0.0357142857142857,-0.0037,Technology,1250.0,2421.0,3671.0
ELAB,4766896.0,28.666034155597725,-0.27982,Healthcare,37.0,3639.0,3676.0
TUYA,1429349120.0,0.0338983050847457,-0.0002,Technology,1297.0,2382.0,3679.0
AKAN,286944.0,58.8745247148289,-0.28688,Healthcare,31.0,3660.0,3691.0
ASTH,1360220288.0,0.0065046217048955,0.02883,Healthcare,1996.0,1696.0,3692.0
NTWK,35036424.0,0.0129870129870129,0.024149999,Technology,1884.0,1808.0,3692.0
TBLA,1264022528.0,0.0187793427230046,0.0186,Communication Services,1738.0,1955.0,3693.0
LIVN,3348957184.0,-0.0638025008015389,0.052399997,Healthcare,2662.0,1033.0,3695.0
PCH,3296657920.0,0.0191454587905673,0.01751,Real Estate,1722.0,1977.0,3699.0
STGW,1412518272.0,0.0125899280575539,0.02379,Communication Services,1887.0,1813.5,3700.5
WY,18362454016.0,0.0178640776699029,0.019270001,Real Estate,1767.0,1934.0,3701.0
CRK,6552974336.0,0.0102541239411502,0.0254,Energy,1927.0,1780.0,3707.0
AMD,359748370432.0,0.009148249795368,0.025980001,Technology,1942.0,1765.0,3707.0
AMTM,8359323648.0,0.0078488372093023,0.02683,Industrials,1968.0,1746.0,3714.0
ARKO,558074560.0,0.0224948875255623,0.01422,Consumer Cyclical,1651.0,2066.0,3717.0
PSKY,13392448512.0,0.0024691358024691,0.03009,Communication Services,2055.0,1663.0,3718.0
TOVX,7530241.0,9.44954128440367,-0.29208001,Healthcare,47.0,3672.0,3719.0
BB,2319279872.0,0.01,0.02478,Technology,1929.0,1791.5,3720.5
VTAK,3420168.0,18.432835820895523,-0.29602,Healthcare,40.0,3681.0,3721.0
CMCO,575427072.0,0.0066056910569105,0.027560001,Industrials,1994.0,1729.0,3723.0
GXO,6581074432.0,0.0129915122120214,0.02263,Industrials,1883.0,1841.0,3724.0
HNST,285066208.0,0.0232558139534883,0.01298,Consumer Defensive,1632.0,2094.5,3726.5
UHAL,10604565504.0,0.0181192244971915,0.01787,Industrials,1757.0,1970.0,3727.0
STM,25267056640.0,0.0204585537918871,0.0152900005,Technology,1696.0,2035.0,3731.0
CSR,1151395840.0,0.0274908869987849,0.007900001,Real Estate,1512.0,2219.0,3731.0
PERF,175179712.0,0.0346820809248554,-0.00538,Technology,1276.0,2455.0,3731.0
JAKK,210852880.0,0.0257958287596048,0.010039999,Consumer Cyclical,1565.0,2170.0,3735.0
NEON,31551894.0,0.265625,-0.27064,Technology,119.0,3620.0,3739.0
GEV,177514512384.0,0.0095815683761351,0.024260001,Industrials,1933.0,1807.0,3740.0
VIAV,4024275712.0,0.0033240997229916,0.028800001,Technology,2047.0,1698.0,3745.0
DSGR,1404912000.0,-0.0079946702198534,0.03454,Industrials,2213.0,1538.0,3751.0
SFL,1118157312.0,-0.0012004801920768,0.03049,Industrials,2102.0,1651.5,3753.5
LGL,32857330.0,0.0281075361264508,0.0054699997,Technology,1487.0,2268.0,3755.0
WTTR,1411535872.0,0.0168439716312056,0.018070001,Energy,1792.0,1963.0,3755.0
VCYT,3403066880.0,0.0087456846950517,0.02428,Healthcare,1951.0,1806.0,3757.0
DLR,56201019392.0,0.0244504972445683,0.010650001,Real Estate,1600.0,2158.0,3758.0
FIVN,1473590400.0,0.0192991366175723,0.014939999,Technology,1720.0,2047.0,3767.0
ZUMZ,420519008.0,0.0170833333333333,0.017239999,Consumer Cyclical,1783.0,1985.0,3768.0
DIOD,2519982848.0,0.0254190458648001,0.00866,Technology,1574.0,2196.0,3770.0
AKBA,366205088.0,-0.0571428571428571,0.04803,Healthcare,2613.5,1159.0,3772.5
EL,41574764544.0,-0.0228278180852946,0.03847,Consumer Defensive,2344.0,1429.5,3773.5
GOODN,,-0.0014814814814814,0.03004,Real Estate,2109.0,1664.5,3773.5
MLKN,1312057984.0,-0.0190133607399794,0.037639998,Consumer Cyclical,2319.0,1460.0,3779.0
WOR,2639697920.0,0.0039026203307935,0.026989998,Industrials,2040.0,1741.0,3781.0
ZVRA,502174016.0,0.0560859188544152,-0.07842,Healthcare,773.0,3010.0,3783.0
AMSC,1502380032.0,0.0124712832294059,0.020650001,Industrials,1889.0,1895.0,3784.0
TFX,4591799296.0,-0.0660464259395725,0.04942,Healthcare,2671.0,1113.5,3784.5
SNPS,97916657664.0,0.0151662854786097,0.018660001,Technology,1835.0,1953.0,3788.0
CBRL,715838784.0,0.0227972889710412,0.010930001,Consumer Cyclical,1643.0,2145.0,3788.0
AVTR,8590867456.0,-0.010586319218241,0.0343,Healthcare,2243.0,1546.5,3789.5
MHH,85199648.0,-0.0014409221902017,0.02933,Industrials,2108.0,1683.0,3791.0
GDEN,711670656.0,0.0080882352941176,0.0232,Consumer Cyclical,1962.0,1830.0,3792.0
NVST,3860401408.0,0.0038494439692044,0.026619999,Healthcare,2042.0,1751.0,3793.0
COHR,29863901184.0,0.0038881088670482,0.02656,Technology,2041.0,1755.0,3796.0
NEXA,1425039488.0,-0.0121042830540037,0.03455,Basic Materials,2260.0,1537.0,3797.0
SHAK,4203162624.0,0.010545905707196,0.0211,Consumer Cyclical,1921.0,1879.0,3800.0
BKV,2523512064.0,0.0184615384615384,0.01471,Energy,1751.0,2055.0,3806.0
UDR,13602549760.0,0.0121546961325966,0.02016,Real Estate,1898.5,1909.0,3807.5
BWAY,470563328.0,0.0132286068623398,0.01916,Healthcare,1879.0,1937.0,3816.0
ABEO,275834016.0,0.2372549019607843,-0.29575002,Healthcare,137.0,3680.0,3817.0
KPLT,32146374.0,-0.8433048433048433,0.17581,Technology,3725.0,92.0,3817.0
HOUR,64724428.0,0.0163043478260869,0.01596,Consumer Cyclical,1804.0,2014.0,3818.0
CVS,102417809408.0,0.0047287207565953,0.02498,Healthcare,2030.0,1789.0,3819.0
AVPT,2913155584.0,-0.0007336757153338,0.02777,Technology,2094.0,1728.0,3822.0
PKX,18223224832.0,0.020446096654275,0.01132,Basic Materials,1697.0,2132.5,3829.5
RPD,895122240.0,0.0251617541337167,0.00691,Technology,1582.0,2248.0,3830.0
DCO,1646606464.0,-0.0212356979405034,0.035940003,Industrials,2332.0,1498.0,3830.0
FORM,5623865344.0,0.0072483588621444,0.02197,Technology,1978.0,1854.0,3832.0
BL,3437249792.0,0.0191304347826087,0.01235,Technology,1723.0,2109.0,3832.0
TAL,7265748992.0,0.0228384991843393,0.00892,Consumer Defensive,1642.0,2190.0,3832.0
LOVE,226418976.0,0.0193026151930261,0.012,Consumer Cyclical,1719.0,2117.0,3836.0
OXM,579920704.0,-0.0067885117493472,0.03051,Consumer Cyclical,2196.0,1650.0,3846.0
GFS,22710712320.0,-0.0020055151667084,0.0279,Technology,2122.0,1724.0,3846.0
PRFX,3166335.0,37.2446437468859,-0.36189,Healthcare,35.0,3812.0,3847.0
TNXP,199877536.0,17.70133164235891,-0.35942,Healthcare,41.0,3809.0,3850.0
ZBIO,1157859584.0,0.6911021233569261,-0.33720002,Healthcare,80.0,3773.0,3853.0
PRSU,961913792.0,-0.0244186046511627,0.03621,Consumer Cyclical,2357.0,1496.0,3853.0
DEA,1154068096.0,0.0134168157423971,0.017439999,Real Estate,1874.0,1979.0,3853.0
HY,596919488.0,0.0041297935103244,0.02365,Industrials,2037.0,1816.5,3853.5
XPON,8963386.0,8505.80215945032,-0.40113997,Industrials,2.0,3852.0,3854.0
VTR,36136546304.0,0.0070031712473572,0.021370001,Real Estate,1985.0,1870.0,3855.0
ELSE,15227279.0,0.0274599542334096,0.0016300001,Technology,1514.0,2347.0,3861.0
PRLB,1290192000.0,0.0113490755994874,0.018660001,Industrials,1910.0,1953.0,3863.0
OPRX,235431440.0,0.0007112375533428,0.025179999,Healthcare,2080.0,1786.0,3866.0
LZ,1816913664.0,0.0117416829745596,0.01801,Industrials,1904.0,1966.0,3870.0
TSLA,1487306358784.0,0.0031851389878831,0.0235,Consumer Cyclical,2048.0,1825.0,3873.0
PATH,8539952640.0,0.0243619489559164,0.0053,Technology,1601.0,2273.5,3874.5
SPWR,168965408.0,0.0493827160493827,-0.07676,Technology,878.0,2999.0,3877.0
PLAY,622857536.0,-0.0005649717514124,0.02503,Communication Services,2093.0,1787.0,3880.0
SBGI,1045253760.0,-0.0372093023255813,0.038540002,Communication Services,2459.0,1424.0,3883.0
RHLD,1893453824.0,-1.2981725215415207,0.32411,Industrials,3864.0,20.0,3884.0
WELL,129201258496.0,0.0077673023355474,0.02001,Real Estate,1969.0,1915.5,3884.5
HSAI,4206298624.0,0.01655020228025,0.013150001,Consumer Cyclical,1797.0,2090.0,3887.0
ALAR,73972648.0,0.0203045685279187,0.0092400005,Technology,1700.0,2189.0,3889.0
SND,156128000.0,0.0262467191601049,0.0018600001,Energy,1551.0,2341.0,3892.0
MRTN,1016559680.0,0.019108280254777,0.01007,Industrials,1724.0,2169.0,3893.0
RELY,2778220544.0,0.0067822155237377,0.02037,Technology,1991.0,1903.0,3894.0
CUZ,4435005952.0,0.0132375189107413,0.01574,Real Estate,1876.0,2020.0,3896.0
ADAM,709864704.0,0.024234693877551,0.00479,Real Estate,1608.0,2289.5,3897.5
FOLD,4429203968.0,-0.0028011204481792,0.02606,Healthcare,2138.0,1763.0,3901.0
SCNI,2878626.0,5.136766405547708,-0.39555,Healthcare,57.0,3848.0,3905.0
RBNE,9735942.0,0.026162790697674417,0.00137,Energy,1554.0,2356.0,3910.0
AMBP,2576085248.0,-0.0023364485981308,0.025339998,Consumer Cyclical,2132.0,1783.0,3915.0
DIT,70777616.0,0.0084434654919236,0.01814,Consumer Defensive,1954.0,1961.0,3915.0
MGM,9476998144.0,0.0057438253877082,0.02027,Consumer Cyclical,2009.0,1907.0,3916.0
PTGX,5086274560.0,0.0082242990654205,0.0182,Healthcare,1958.0,1959.0,3917.0
HNRG,903671680.0,-0.2207984228684081,0.066360004,Energy,3168.0,749.0,3917.0
CCO,1024448640.0,-0.1024390243902439,0.05092,Communication Services,2841.0,1076.0,3917.0
ZH,353634816.0,0.036144578313253,-0.025150001,Communication Services,1242.0,2676.0,3918.0
AHR,8892270592.0,0.0025241901556583,0.02151,Real Estate,2054.0,1867.0,3921.0
TAK,53277294592.0,0.0043050430504305,0.020920001,Healthcare,2034.0,1889.0,3923.0
KNX,9267934208.0,0.0155066079295154,0.01277,Industrials,1829.0,2097.0,3926.0
CZR,5170669568.0,-0.0468050468050468,0.03946,Consumer Cyclical,2536.0,1394.0,3930.0
CTW,115440000.0,0.0320855614973262,-0.01472,Communication Services,1362.0,2569.0,3931.0
GFL,15239499776.0,0.0039836342929986,0.02081,Industrials,2039.0,1893.5,3932.5
CMP,961430208.0,-0.0848888888888888,0.047709998,Basic Materials,2766.0,1168.0,3934.0
ASLE,365683840.0,0.0142302716688227,0.0137,Industrials,1857.0,2080.5,3937.5
RPT,121448000.0,0.0259740259740259,-1.0000001e-05,Real Estate,1561.0,2377.0,3938.0
AWX,10372489.0,0.0150943396226415,0.0126,Industrials,1836.0,2102.5,3938.5
TLX,2493697280.0,0.0026490066225165,0.02081,Healthcare,2052.0,1893.5,3945.5
BE,33057107968.0,0.0005844962373054,0.02145,Industrials,2081.0,1868.0,3949.0
GLUE,1829063808.0,0.0134907251264755,0.013730001,Healthcare,1872.0,2079.0,3951.0
NCNA,14691405.0,122.4,-0.4639,Healthcare,23.0,3928.0,3951.0
LSE,84784504.0,0.0288888888888888,-0.0075199995,Energy,1463.0,2489.0,3952.0
AREB,3998051.0,635.6450868829771,-0.48650002,Consumer Cyclical,10.0,3943.0,3953.0
OI,2418950144.0,-0.0604113110539845,0.042140003,Consumer Cyclical,2635.0,1322.5,3957.5
CHMI,97067760.0,0.0193050193050193,0.00709,Real Estate,1718.0,2240.0,3958.0
GDS,8108623360.0,0.0159090909090909,0.011030001,Technology,1816.0,2143.0,3959.0
FC,232605072.0,-0.00625,0.02557,Consumer Defensive,2185.0,1777.0,3962.0
XERS,1279276288.0,-0.0127064803049555,0.02875,Healthcare,2268.0,1699.0,3967.0
LGND,3715515136.0,0.0109762584014312,0.014830001,Healthcare,1916.0,2052.0,3968.0
PRM,4153697792.0,0.019438444924406,0.00625,Basic Materials,1716.0,2256.0,3972.0
VPG,551214784.0,0.0144404332129963,0.01158,Technology,1847.0,2126.0,3973.0
TWIN,247943584.0,0.0011702750146284,0.02052,Industrials,2072.0,1901.0,3973.0
NABL,1348962816.0,-0.0054495912806539,0.02468,Technology,2178.0,1796.0,3974.0
ECVT,1215118848.0,-0.0257142857142857,0.03203,Basic Materials,2367.0,1608.0,3975.0
AZI,11238072.0,7.679389312977099,-0.45764,Consumer Cyclical,52.0,3924.0,3976.0
UMH,1353463040.0,0.0050346129641283,0.01832,Real Estate,2019.0,1957.0,3976.0
GLNG,4021800448.0,0.0142523969940399,0.01159,Energy,1855.0,2125.0,3980.0
HITI,233458048.0,-0.029520295202952,0.03279,Healthcare,2400.0,1581.0,3981.0
EXTR,2159553280.0,0.0038461538461538,0.01898,Technology,2043.0,1941.0,3984.0
REZI,5630778880.0,-0.1193794372863528,0.05016,Industrials,2900.0,1093.0,3993.0
EHAB,555059712.0,-0.0235525024533856,0.0306,Healthcare,2350.0,1647.0,3997.0
KNTK,2382460928.0,0.0112144420131291,0.01353,Energy,1914.0,2085.0,3999.0
RLJ,1161705344.0,0.0064850843060959,0.0164,Real Estate,1998.0,2004.0,4002.0
MCS,486887232.0,0.0154142581888246,0.0099599995,Communication Services,1831.0,2173.0,4004.0
REVB,5362529.0,90.27777777777776,-0.52644,Healthcare,24.0,3982.5,4006.5
VEEA,27247278.0,0.7179675994108984,-0.47449002,Technology,78.0,3934.0,4012.0
PRGO,2072617728.0,-0.0140562248995983,0.02723,Healthcare,2276.0,1738.0,4014.0
LIF,4872592384.0,0.0059020577444568,0.0162,Technology,2006.0,2008.0,4014.0
DEI,2238671616.0,0.0108108108108108,0.0128999995,Real Estate,1919.0,2096.0,4015.0
H,16093996032.0,-0.0043565075331276,0.02199,Consumer Cyclical,2164.0,1853.0,4017.0
MAXN,53168868.0,11.289902280130292,-0.5168,Technology,45.0,3973.0,4018.0
CURB,2543586304.0,0.0158004158004158,0.00846,Real Estate,1819.0,2201.5,4020.5
ALLR,19429212.0,7.991228070175438,-0.51622003,Healthcare,49.0,3972.0,4021.0
AEMD,2501157.0,87.89915966386555,-0.54794997,Healthcare,25.0,4002.0,4027.0
PHG,28177506304.0,0.0063758389261744,0.01538,Healthcare,1999.0,2028.0,4027.0
CWST,6354411008.0,0.0024012006003001,0.01788,Industrials,2059.0,1968.5,4027.5
VFF,404312192.0,0.014367816091954,0.00981,Consumer Defensive,1851.0,2177.0,4028.0
MLAB,465861152.0,-0.003692234397332,0.02125,Technology,2155.0,1873.0,4028.0
FWONK,22702424064.0,-0.0061830628243347,0.022230001,Communication Services,2184.0,1848.5,4032.5
EDBL,4308953.0,63.46581875993641,-0.55264,Consumer Defensive,30.0,4006.5,4036.5
SMA,1790175232.0,0.004619648906683,0.01627,Real Estate,2031.0,2006.0,4037.0
GWRE,15260942336.0,0.0058586193555518,0.01534,Technology,2007.0,2033.0,4040.0
WERN,1987563136.0,0.0124054462934947,0.0108,Industrials,1893.0,2150.0,4043.0
FWONA,22629238784.0,-0.0068823955566288,0.022230001,Communication Services,2198.0,1848.5,4046.5
NWL,1777407872.0,-0.0144578313253012,0.02586,Consumer Defensive,2281.0,1769.0,4050.0
NAMM,51879236.0,-0.3325942350332594,0.069520004,Basic Materials,3354.0,696.0,4050.0
BH,1355931520.0,0.0049681942703254,0.015369999,Consumer Cyclical,2021.0,2030.0,4051.0
BILI,12810990592.0,0.0081812460667086,0.01298,Communication Services,1960.0,2094.5,4054.5
RDWR,1048505408.0,0.015580155801558,0.00746,Technology,1824.0,2232.0,4056.0
INTG,68052880.0,-0.0827361563517915,0.04276,Consumer Cyclical,2750.0,1306.0,4056.0
LIND,939596544.0,-0.0396684428656009,0.03334,Consumer Cyclical,2483.0,1575.0,4058.0
MTLS,357161888.0,0.0159010600706713,0.0070700003,Technology,1817.0,2241.0,4058.0
MASI,6973682176.0,-0.0343341147999697,0.03175,Healthcare,2439.0,1620.0,4059.0
SLSN,107216008.0,0.0064935064935064,0.014249999,Consumer Defensive,1997.0,2065.0,4062.0
ONC,38847578112.0,0.0015868738584987,0.01689,Healthcare,2067.0,1996.0,4063.0
ICUI,3660537856.0,-0.0021826840399497,0.01922,Healthcare,2128.0,1936.0,4064.0
KODK,730712000.0,-0.0428380187416332,0.033889998,Industrials,2510.0,1559.5,4069.5
ARL,257140544.0,0.0224159402241594,-0.00302,Real Estate,1654.0,2417.0,4071.0
PRVA,2835185152.0,0.0059777967549103,0.0141199995,Healthcare,2005.0,2068.0,4073.0
CERT,1457351168.0,0.007454739084132,0.0126,Healthcare,1973.0,2102.5,4075.5
GDYN,783600000.0,0.0175077239958805,0.0040599997,Technology,1771.0,2305.0,4076.0
XTIA,61080568.0,173.159509202454,-0.63321,Industrials,19.0,4063.0,4082.0
BC,5715138560.0,-0.0394553072625698,0.03214,Consumer Cyclical,2479.0,1604.0,4083.0
SGRY,2079815808.0,-0.0835380835380835,0.04191,Healthcare,2755.0,1330.5,4085.5
WGS,3174880000.0,0.0009225092250922,0.01615,Healthcare,2076.0,2010.0,4086.0
MDV,148884704.0,-0.0186721991701244,0.025610002,Real Estate,2315.0,1775.0,4090.0
IRT,4187983616.0,0.0052417006406523,0.0139,Real Estate,2015.0,2075.0,4090.0
ACTG,369443232.0,0.0153846153846153,0.00617,Industrials,1832.5,2258.0,4090.5
LUV,22688108544.0,0.0143671607753705,0.00712,Industrials,1852.0,2239.0,4091.0
LYFT,7823998976.0,0.0187912646013204,0.00127,Technology,1737.0,2357.0,4094.0
REI,195307856.0,-0.0853060354020047,0.04202,Energy,2768.0,1326.5,4094.5
GO,931322304.0,-0.0041493775933609,0.019,Consumer Defensive,2160.0,1939.0,4099.0
BJDX,1193700.0,252.87692307692308,-0.65842,Healthcare,15.0,4087.0,4102.0
MED,129697024.0,0.001710863986313,0.0152,Consumer Cyclical,2066.0,2037.0,4103.0
AORT,2032385024.0,-0.0053625553742131,0.01947,Healthcare,2176.0,1929.0,4105.0
REED,25180000.0,0.3495145631067961,-0.55306,Consumer Defensive,100.0,4008.0,4108.0
EYE,2260322560.0,-0.0018234865061998,0.01701,Consumer Cyclical,2120.0,1990.0,4110.0
LXU,693544960.0,-0.0010559662090813,0.01605,Basic Materials,2099.0,2012.0,4111.0
OKTA,16672047104.0,0.0117559046703003,0.00836,Technology,1903.0,2209.0,4112.0
LUCK,1266363520.0,-0.041896361631753,0.03178,Consumer Cyclical,2504.0,1617.5,4121.5
SJM,10841210880.0,-0.1121654015181781,0.0452,Consumer Defensive,2880.0,1245.0,4125.0
ESOA,138353472.0,0.0024183796856106,0.01411,Industrials,2057.0,2069.0,4126.0
CTOS,1440919040.0,-0.0177705977382875,0.02321,Industrials,2303.0,1829.0,4132.0
QTWO,4302689280.0,0.0072296124927703,0.01075,Technology,1979.0,2154.0,4133.0
BXP,11731778560.0,-0.0191301748617545,0.02379,Real Estate,2321.0,1813.5,4134.5
SUI,16048113664.0,-0.022403094528165,0.02471,Real Estate,2342.0,1793.0,4135.0
WHR,4774319616.0,-0.040385989992852,0.03069,Consumer Cyclical,2491.0,1644.0,4135.0
SHO,1775594496.0,0.0021621621621621,0.014090001,Real Estate,2064.0,2071.0,4135.0
YPF,14809040896.0,-0.0348905972797161,0.02884,Energy,2445.0,1695.0,4140.0
SDRL,2199937024.0,0.0139714625445897,0.0051700003,Energy,1861.0,2279.5,4140.5
CCC,5333781504.0,-0.0011764705882352,0.015149999,Technology,2100.0,2040.5,4140.5
TNON,10662186.0,6.148357989717764,-0.65797997,Healthcare,56.0,4085.0,4141.0
MAN,1370859520.0,-0.0145255003227888,0.02183,Industrials,2282.0,1860.0,4142.0
OGEN,3664285.0,57.32728541521284,-0.71328,Healthcare,32.0,4110.0,4142.0
VCEL,1873767552.0,0.0071057666028969,0.01053,Healthcare,1982.0,2161.0,4143.0
PK,2285011456.0,-0.0070175438596491,0.01889,Real Estate,2201.0,1943.0,4144.0
CLFD,439944864.0,0.0144555091551558,0.00426,Technology,1846.0,2300.0,4146.0
BAX,10101196800.0,-0.0347394540942928,0.02849,Healthcare,2442.0,1707.0,4149.0
FWRG,992382016.0,0.0048573163327261,0.01154,Consumer Cyclical,2022.0,2127.0,4149.0
WHLRD,36866652.0,-0.0472911392405063,0.03202,Real Estate,2541.0,1610.5,4151.5
APVO,8860731.0,864.9052396878483,-0.79191,Healthcare,8.0,4144.0,4152.0
CLDT,351403040.0,0.0014285714285714,0.01358,Real Estate,2069.0,2083.0,4152.0
WBD,71557988352.0,0.0066901408450704,0.01055,Communication Services,1993.0,2160.0,4153.0
SLXN,6597214.0,164.6650943396226,-0.77597,Healthcare,20.0,4137.0,4157.0
MIR,6522241024.0,0.0041446872645064,0.011829999,Industrials,2036.0,2122.0,4158.0
OOMA,334036000.0,0.0068846815834767,0.009980001,Technology,1988.0,2171.5,4159.5
PSTG,24898244608.0,0.0052457205963556,0.01079,Technology,2014.0,2151.5,4165.5
BBU,3102504704.0,-0.0520181921546333,0.03267,Industrials,2581.0,1585.0,4166.0
DSP,728816896.0,0.0088183421516754,0.008,Technology,1950.0,2218.0,4168.0
RDNT,5729721344.0,-0.0020956123117223,0.01511,Healthcare,2126.0,2042.0,4168.0
DOC,11772450816.0,-0.0035693039857227,0.01588,Real Estate,2152.0,2016.0,4168.0
BAER,143856640.0,-0.1666666666666666,0.04952,Industrials,3059.0,1109.0,4168.0
HPE,29746745344.0,-0.0018099547511312,0.0149,Technology,2119.0,2049.5,4168.5
NSP,1686883840.0,0.0106077348066298,0.0066500003,Industrials,1920.0,2250.0,4170.0
NIXX,23099460.0,0.2075406433759944,-0.56568,Industrials,155.0,4016.0,4171.0
JTAI,6245716.0,186.8936170212766,-0.84629995,Technology,18.0,4155.0,4173.0
AKR,2941557248.0,0.0062171209947393,0.00984,Real Estate,2000.0,2175.5,4175.5
RGEN,9418004480.0,0.0001187648456057,0.013049999,Healthcare,2084.0,2093.0,4177.0
ELAN,12148313088.0,0.002932551319648,0.011510001,Healthcare,2050.0,2128.5,4178.5
PDFS,1283380864.0,-0.0003137747097583,0.01314,Technology,2088.0,2091.0,4179.0
SWIM,785093376.0,-0.0150375939849624,0.02082,Industrials,2289.0,1892.0,4181.0
CNSP,3808580.0,129.12312811980033,-0.85591006,Healthcare,22.0,4159.0,4181.0
MMLP,117946368.0,-0.1739130434782608,0.04962,Energy,3078.0,1106.0,4184.0
UFG,41167048.0,0.0078740157480314,0.0078799995,Industrials,1967.0,2220.0,4187.0
GETY,536459616.0,-0.1692307692307692,0.049099997,Communication Services,3065.0,1123.5,4188.5
LSCC,11814087680.0,0.0024067388688327,0.011360001,Technology,2058.0,2131.0,4189.0
IPGP,3241223168.0,0.0072254335260115,0.0082,Technology,1980.0,2213.5,4193.5
GMRE,954451328.0,-0.0073633531577456,0.016970001,Real Estate,2206.0,1991.5,4197.5
AFRM,25075693568.0,0.0090325958895143,0.0063099996,Technology,1946.0,2255.0,4201.0
EDHL,6939598.0,0.0387596899224806,-0.08683,Communication Services,1155.0,3048.0,4203.0
ATS,2867735040.0,-0.001346348030966,0.01274,Industrials,2106.0,2098.5,4204.5
ERNA,9732624.0,43.32307692307692,-0.89291,Healthcare,34.0,4178.0,4212.0
